buyer_activity,contract_type,buyer_type,quality_criteria,Subnetwork_ID,Subgraph_ID,Number_of_Nodes,Number_of_Edges,Number_of_Winners,Number_of_Buyers,Number_of_Cliques,Largest_Clique_Size,K_Core_Number,Average_Path_Length,Diameter,Disparity_Measure,Density
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_133,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_134,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_135,4,3,1,3,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_136,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_137,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_138,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_139,4,3,3,1,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_140,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_141,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_142,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_143,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_144,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_145,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_146,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_147,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_148,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_149,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_150,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_151,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_152,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_153,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_154,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_155,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_156,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_157,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_158,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_159,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_160,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_161,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_162,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_163,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_164,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_165,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_166,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_167,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_168,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_169,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_170,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_171,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_172,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_173,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_174,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_175,4,3,1,3,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_176,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_177,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_178,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_179,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_180,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_181,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_182,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_183,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_184,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_185,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_186,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_187,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_188,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_189,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_190,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_191,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_192,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_193,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_194,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_195,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_196,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_197,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_198,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_199,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_200,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_201,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_202,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_203,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_204,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_205,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_206,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_207,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_208,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_0,1084,1598,460,624,1598,2,7,7.777255334880219,19,6.22842673505927e-05,0.0027223817944550636
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_1,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_2,5,4,1,4,4,2,1,1.6,2,0.2125,0.4
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_3,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_4,69,69,42,27,69,2,2,2.9889173060528558,4,0.018305434554304445,0.029411764705882353
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_5,8,7,7,1,7,2,1,1.75,2,0.22321428571428573,0.25
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_6,16,15,3,13,15,2,1,2.075,3,0.15541666666666668,0.125
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_7,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_8,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_9,9,8,8,1,8,2,1,1.7777777777777777,2,0.22569444444444445,0.2222222222222222
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_10,7,6,5,2,6,2,1,2.1904761904761907,4,0.08333333333333334,0.2857142857142857
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_11,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_12,8,7,7,1,7,2,1,1.75,2,0.22321428571428573,0.25
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_13,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_14,4,3,2,2,3,2,1,1.6666666666666667,3,0.125,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_15,4,4,2,2,4,2,2,1.3333333333333333,2,0.125,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_16,9,20,4,5,20,2,4,1.4444444444444444,2,0.05694444444444445,0.5555555555555556
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_17,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_18,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_19,8,7,1,7,7,2,1,1.75,2,0.2232142857142857,0.25
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_20,9,8,5,4,8,2,1,2.5555555555555554,5,0.043402777777777776,0.2222222222222222
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_21,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_22,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_23,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_24,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_25,4,3,2,2,3,2,1,1.6666666666666667,3,0.125,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_26,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_27,4,3,3,1,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_28,12,20,2,10,20,2,2,1.696969696969697,2,0.10833333333333334,0.30303030303030304
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_29,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_30,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_31,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_32,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_33,4,3,2,2,3,2,1,1.6666666666666667,3,0.125,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_34,5,5,2,3,5,2,2,1.6,3,0.10400000000000001,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_35,5,4,2,3,4,2,1,2.0,4,0.08125,0.4
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_36,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_37,9,8,2,7,8,2,1,1.9444444444444444,3,0.15538194444444445,0.2222222222222222
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_38,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_39,4,3,2,2,3,2,1,1.6666666666666667,3,0.125,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_40,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_41,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_42,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_43,6,5,4,2,5,2,1,1.8666666666666667,3,0.1266666666666667,0.3333333333333333
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_44,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_45,7,6,1,6,6,2,1,1.7142857142857142,2,0.22023809523809526,0.2857142857142857
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_46,4,3,2,2,3,2,1,1.6666666666666667,3,0.125,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_47,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_48,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_49,8,7,1,7,7,2,1,1.75,2,0.22321428571428573,0.25
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_50,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_51,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_52,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_53,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_54,4,3,3,1,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_55,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_56,6,6,3,3,6,2,2,1.8,3,0.08333333333333333,0.4
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_57,6,8,2,4,8,2,2,1.4666666666666666,2,0.10416666666666667,0.5333333333333333
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_58,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_59,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_60,16,15,15,1,15,2,1,1.875,2,0.23541666666666666,0.125
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_61,14,18,2,12,18,2,2,1.978021978021978,4,0.09523809523809525,0.1978021978021978
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_62,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_63,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_64,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_65,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Szolgáltatás megrendelés,N - Regionális/helyi szintű,Igen,network_424,network_424_66,2,1,1,1,1,2,1,1.0,1,0.25,1.0
